zipcode,centile,superzip,rank,city,state,latitude,longitude,incident
37841,6.935432,0,21383,Oneida,TN,36.51,-84.52,354.00
48770,6.933489,0,21384,Whittemore,MI,44.26,-83.69,15.00
28635,6.932498,0,21385,Hays,NC,36.31,-81.12,125.00
29851,6.930697,0,21386,Warrenville,SC,33.53,-81.80,838.00
63767,6.929358,0,21387,Morley,MO,37.04,-89.61,362.00
49289,6.929191,0,,Weston,MI,41.77,-84.11,7.00
96031,6.929138,0,,Forks of Salmon,CA,41.22,-123.24,30.00
81141,6.928888,0,21388,Manassa,CO,37.18,-105.93,37.00
31539,6.926558,0,21389,Hazlehurst,GA,31.81,-82.63,103.00
72342,6.923262,0,21390,Helena,AR,34.45,-90.75,5.00
30442,6.920767,0,21391,Millen,GA,32.78,-81.97,20.00
50123,6.919271,0,21392,Humeston,IA,40.80,-93.52,374.00
38357,6.918579,0,21393,Michie,TN,35.14,-88.57,187671.00
42743,6.916279,0,21394,Greensburg,KY,37.28,-85.52,5.00
95457,6.913916,0,21395,Lower Lake,CA,38.90,-122.63,21.00
39425,6.913167,0,21396,Brooklyn,MS,31.18,-89.27,4.00
36311,6.912412,0,21397,Ariton,AL,31.46,-85.63,9.00
53806,6.911457,0,21398,Cassville,WI,42.78,-90.95,39.00
28320,6.909412,0,21399,Bladenboro,NC,34.62,-78.73,135.00
28109,6.907727,0,,Misenheimer,NC,35.48,-80.27,115.00
32430,6.907521,0,21400,Clarksville,FL,30.40,-85.16,364.00
43749,6.906884,0,21401,Kimbolton,OH,40.16,-81.55,9.00
41003,6.905965,0,21402,Berry,KY,38.44,-84.35,375.00
15521,6.905161,0,21403,Alum Bank,PA,40.20,-78.62,6.00
79339,6.903555,0,21404,Littlefield,TX,34.06,-102.41,23.00
75683,6.901562,0,21405,Ore City,TX,32.83,-94.77,554.00
29512,6.89747,0,21406,Bennettsville,SC,34.60,-79.71,3.00
28453,6.893531,0,21407,Magnolia,NC,34.89,-78.03,10901.00
99614,6.892881,0,,Kipnuk,AK,60.31,-163.12,26.00
55753,6.892609,0,21408,Keewatin,MN,47.40,-93.08,4.00
99561,6.892379,0,,Chefornak,AK,60.31,-163.12,13.00
91950,6.883258,0,21409,National City,CA,32.67,-117.08,135.00
79766,6.873772,0,21410,Odessa,TX,31.77,-102.35,35.00
57337,6.873325,0,,Fedora,SD,44.00,-97.75,1774.00
63566,6.873273,0,,Winigan,MO,40.21,-93.11,21.00
60960,6.873056,0,21411,Rankin,IL,40.42,-87.86,93.00
57562,6.872842,0,,Okaton,SD,43.94,-100.70,69.00
58844,6.872796,0,,Fortuna,ND,48.82,-103.47,572.00
93522,6.87274,0,,Darwin,CA,36.63,-117.22,293.00
75468,6.872595,0,,Pattonville,TX,33.62,-95.47,31.00
71846,6.871981,0,21412,Lockesburg,AR,33.97,-94.19,23.00
13464,6.871258,0,21413,Smyrna,NY,42.67,-75.59,673.00
38929,6.870781,0,21414,Gore Springs,MS,33.79,-89.65,54.00
16259,6.870155,0,21415,Templeton,PA,40.92,-79.46,33.00
65650,6.869529,0,21416,Flemington,MO,37.74,-93.46,9.00
15088,6.869175,0,,West Elizabeth,PA,40.27,-79.90,11.00
48214,6.86304,0,21417,Detroit,MI,42.24,-83.15,83.00
97620,6.856997,0,,Adel,OR,42.81,-120.36,34.00
35978,6.855935,0,21418,Henagar,AL,34.60,-85.73,61.00
31738,6.854535,0,21419,Coolidge,GA,30.98,-83.87,73.00
65355,6.852279,0,21420,Warsaw,MO,38.32,-93.33,23.00
16845,6.850207,0,21421,Karthaus,PA,40.99,-78.42,18.00
33514,6.849779,0,21422,Center Hill,FL,28.67,-82.03,22.00
42757,6.84893,0,21423,Magnolia,KY,37.47,-85.72,10901.00
93610,6.844676,0,21424,Chowchilla,CA,37.01,-120.27,36.00
31520,6.837271,0,21425,Brunswick,GA,31.23,-81.49,209.00
53088,6.833486,0,,Stockbridge,WI,44.08,-88.31,4.00
45735,6.833154,0,21426,Guysville,OH,39.25,-81.92,3.00
76491,6.832781,0,,Woodson,TX,33.07,-99.05,4.00
28420,6.832046,0,21427,Ash,NC,34.06,-78.49,194.00
72040,6.830813,0,21428,Des Arc,AR,34.83,-91.54,9927.00
62431,6.830014,0,21429,Herrick,IL,39.22,-88.98,33156.00
25827,6.829257,0,21430,Crab Orchard,WV,37.70,-81.20,113.00
74743,6.827151,0,21431,Hugo,OK,34.02,-95.51,106.00
51244,6.825576,0,,Matlock,IA,43.21,-95.92,15.00
29146,6.825203,0,21432,Springfield,SC,33.52,-81.27,93.00
34449,6.824124,0,21433,Inglis,FL,29.10,-82.66,652.00
24312,6.822933,0,21434,Austinville,VA,36.85,-80.92,43.00
31746,6.822125,0,21435,Edison,GA,31.51,-84.72,69.00
27305,6.821508,0,21436,Milton,NC,36.51,-79.24,9.00
43908,6.820937,0,21437,Bergholz,OH,40.50,-80.86,433.00
65767,6.820276,0,21438,Urbana,MO,37.80,-93.15,13.00
36474,6.819326,0,21439,Red Level,AL,31.26,-86.44,1.00
72464,6.818712,0,,Saint Francis,AR,36.45,-90.14,17.00
30538,6.818256,0,21440,Eastanollee,GA,34.54,-83.26,32.00
28528,6.817737,0,,Gloucester,NC,34.87,-76.59,231.00
31553,6.816944,0,21441,Nahunta,GA,31.16,-81.95,139.00
85228,6.814504,0,21442,Coolidge,AZ,32.90,-111.25,73.00
38460,6.812503,0,21443,Goodspring,TN,35.08,-87.14,12.00
64867,6.812064,0,21444,Stella,MO,36.81,-94.38,9.00
93255,6.811734,0,21445,Onyx,CA,35.64,-117.99,5.00
71836,6.810991,0,21446,Foreman,AR,33.73,-94.37,62.00
72854,6.810272,0,,Ozone,AR,35.63,-93.45,23.00
48456,6.809969,0,21447,Minden City,MI,43.65,-82.76,22322.00
39079,6.809534,0,21448,Goodman,MS,32.99,-89.94,12.00
76940,6.809261,0,,Mereta,TX,31.48,-100.14,1812.00
18244,6.809144,0,,Parryville,PA,40.82,-75.67,11.00
95559,6.809017,0,,Phillipsville,CA,40.20,-123.79,168.00
72412,6.808864,0,,Beech Grove,AR,36.13,-90.69,44.00
17829,6.808712,0,,Hartleton,PA,40.88,-77.19,2713.00
42765,6.807801,0,21449,Munfordville,KY,37.29,-85.91,4168.00
72390,6.805309,0,21450,West Helena,AR,34.53,-90.68,17.00
58053,6.80344,0,21451,Lidgerwood,ND,46.19,-96.99,64.00
35221,6.802043,0,21452,Birmingham,AL,33.45,-86.90,35.00
47855,6.800792,0,,Hymera,IN,39.18,-87.30,12.00
28340,6.798755,0,21453,Fairmont,NC,34.62,-79.15,3310.00
64651,6.796688,0,21454,Laclede,MO,39.77,-93.19,39.00
46201,6.789972,0,21455,Indianapolis,IN,39.78,-86.13,80.00
28456,6.782764,0,21456,Riegelwood,NC,34.35,-78.25,15474.00
48749,6.7819,0,21457,Omer,MI,44.07,-83.85,67.00
49912,6.781447,0,21458,Bruce Crossing,MI,46.48,-89.22,268.00
42350,6.780933,0,21459,Island,KY,37.46,-87.21,32.00
68332,6.78061,0,,Crab Orchard,NE,40.39,-96.26,113.00
36009,6.780061,0,21460,Brantley,AL,31.56,-86.33,14.00
75253,6.777077,0,21461,Dallas,TX,32.67,-96.61,126839.00
47264,6.774324,0,21462,Norman,IN,38.95,-86.24,2.00
42726,6.773155,0,21463,Clarkson,KY,37.43,-86.21,364.00
31765,6.771865,0,21464,Meigs,GA,31.02,-84.06,21.00
8316,6.771404,0,,Dorchester,NJ,39.27,-74.98,247.00
79370,6.770935,0,21465,Spur,TX,33.47,-100.80,93.00
54526,6.770367,0,21466,Glen Flora,WI,45.49,-90.85,2.00
95569,6.770136,0,,Redcrest,CA,40.37,-123.90,8.00
16691,6.769993,0,,Wells Tannery,PA,39.94,-78.12,15.00
23032,6.769853,0,,Church View,VA,37.64,-76.45,200.00
64835,6.769469,0,21467,Carterville,MO,37.15,-94.44,77.00
64856,6.768528,0,21468,Pineville,MO,36.57,-94.38,359839.00
16656,6.767639,0,21469,Irvona,PA,40.99,-78.42,5.00
1350,6.76737,0,,Monroe Bridge,MA,42.72,-72.98,25560.00
24017,6.763195,0,21470,Roanoke,VA,37.30,-79.99,645.00
30456,6.75871,0,21471,Sardis,GA,32.98,-81.84,64.00
61815,6.758358,0,,Bondville,IL,40.11,-88.38,7.00
64842,6.758161,0,21472,Fairview,MO,36.88,-94.19,3310.00
15059,6.757099,0,21473,Midland,PA,40.74,-80.40,309.00
25555,6.755836,0,21474,Prichard,WV,38.24,-82.57,11.00
39194,6.751947,0,21475,Yazoo City,MS,32.82,-90.48,41.00
77837,6.748105,0,21476,Calvert,TX,30.98,-96.67,65.00
31716,6.747215,0,21477,Baconton,GA,31.36,-84.10,28.00
86047,6.744468,0,21478,Winslow,AZ,34.63,-110.35,18.00
29474,6.742009,0,21479,Round O,SC,32.85,-80.60,47.00
58439,6.741715,0,,Forbes,ND,46.01,-98.85,38.00
38858,6.740449,0,21480,Nettleton,MS,34.16,-88.47,22.00
72517,6.739143,0,,Brockwell,AR,36.12,-92.13,5.00
24945,6.739031,0,,Greenville,WV,37.55,-80.54,1738.00
92703,6.728868,0,21481,Santa Ana,CA,33.64,-117.77,9.00
42256,6.717844,0,21482,Lewisburg,KY,36.91,-86.92,30.00
78007,6.716895,0,,Calliham,TX,28.35,-98.57,36.00
31775,6.716365,0,21483,Omega,GA,31.36,-83.59,67.00
85017,6.71002,0,21484,Phoenix,AZ,33.28,-112.19,168.00
56134,6.704105,0,,Hardwick,MN,43.81,-96.22,2.00
41828,6.703866,0,21485,Kite,KY,37.31,-82.80,6.00
17066,6.702675,0,21486,Mount Union,PA,40.38,-77.88,1.00
1151,6.700263,0,21487,Indian Orchard,MA,42.15,-72.51,54.00
72449,6.698827,0,,O Kean,AR,36.31,-91.08,54.00
96041,6.698292,0,21488,Hayfork,CA,40.50,-123.17,48.00
48632,6.696765,0,21489,Lake,MI,43.91,-84.87,74538.00
36340,6.694709,0,21490,Geneva,AL,31.05,-85.78,49.00
79530,6.693593,0,,Lawn,TX,32.13,-99.82,34.00
29145,6.693332,0,21491,Silverstreet,SC,34.28,-81.62,30.00
27840,6.693085,0,,Hamilton,NC,35.96,-77.22,11917.00
39166,6.692848,0,21492,Silver City,MS,33.09,-90.49,30.00
85292,6.69231,0,21493,Winkelman,AZ,33.07,-110.79,21.00
42518,6.691397,0,21494,Bronston,KY,36.95,-84.62,5.00
58538,6.690554,0,21495,Fort Yates,ND,46.17,-100.71,572.00
38456,6.689593,0,21496,Ethridge,TN,35.34,-87.31,20.00
25181,6.688419,0,21497,Seth,WV,38.09,-81.62,99.00
44633,6.687513,0,21498,Holmesville,OH,40.62,-81.94,4738.00
18248,6.687,0,,Sheppton,PA,40.90,-76.12,28.00
41751,6.686827,0,,Jeff,KY,37.22,-83.14,6.00
62511,6.68675,0,,Atwater,IL,39.34,-89.74,48.00
74966,6.68619,0,21499,Wister,OK,34.97,-94.72,101.00
34956,6.684167,0,21500,Indiantown,FL,27.11,-80.45,80.00
32431,6.681892,0,21501,Cottondale,FL,30.80,-85.29,16.00
37397,6.679309,0,21502,Whitwell,TN,35.17,-85.53,15.00
29306,6.674717,0,21503,Spartanburg,SC,34.90,-81.86,1009.00
87715,6.671844,0,,Cleveland,NM,36.01,-105.38,1310.00
47160,6.671556,0,,New Middletown,IN,38.15,-86.05,26.00
47021,6.671556,0,,Friendship,IN,38.97,-85.15,7778.00
17072,6.671556,0,,New Kingstown,PA,40.23,-77.08,24.00
99553,6.671556,0,21504,Akutan,AK,55.43,-162.56,14.00
29540,6.670537,0,21505,Darlington,SC,34.38,-79.84,293.00
49440,6.669563,0,21506,Muskegon,MI,43.23,-86.23,261.00
72029,6.669003,0,21507,Clarendon,AR,34.75,-91.25,132.00
54731,6.668465,0,,Conrath,WI,45.36,-91.09,13.00
18241,6.66819,0,21508,Nuremberg,PA,40.92,-76.15,1971.00
56022,6.668026,0,,Darfur,MN,44.05,-94.79,45.00
13841,6.66793,0,,Smithville Flats,NY,42.46,-75.63,673.00
76301,6.664425,0,21509,Wichita Falls,TX,33.96,-98.48,540.00
78559,6.659503,0,21510,La Feria,TX,26.13,-97.75,53.00
40104,6.657832,0,21511,Battletown,KY,38.09,-86.35,23.00
35545,6.657615,0,,Belk,AL,33.65,-87.92,44.00
92570,6.651879,0,21512,Perris,CA,33.75,-116.06,26.00
71935,6.645995,0,21513,Caddo Gap,AR,34.39,-93.68,4529.00
30808,6.644849,0,21514.5,Dearing,GA,33.40,-82.40,16.00
15671,6.644849,0,21514.5,New Derry,PA,40.35,-79.32,1159.00
62970,6.643749,0,,Olmsted,IL,37.21,-89.10,67.00
83549,6.643447,0,21516,Riggins,ID,45.40,-116.35,15474.00
22460,6.642898,0,21517,Farnham,VA,37.88,-76.60,6.00
38913,6.642435,0,,Banner,MS,34.12,-89.40,12.00
17052,6.642056,0,21518,Mapleton Depot,PA,40.40,-77.97,35.00
70655,6.641183,0,21519,Oberlin,LA,30.64,-92.76,54.00
71259,6.640299,0,21520,Mangham,LA,32.34,-91.74,146101.00
32922,6.637206,0,21521,Cocoa,FL,28.32,-80.72,96.00
75926,6.634209,0,21522,Apple Springs,TX,31.11,-95.14,9.00
75493,6.633912,0,,Winfield,TX,33.17,-95.11,21.00
32330,6.633682,0,21523,Greensboro,FL,30.57,-84.74,5.00
31027,6.631887,0,21524,East Dublin,GA,32.55,-82.78,37.00
64866,6.630021,0,21525,Stark City,MO,36.87,-94.14,721.00
28393,6.629439,0,21526,Turkey,NC,34.98,-78.20,59.00
30285,6.628986,0,,The Rock,GA,32.97,-84.22,3.00
42050,6.628253,0,21527,Hickman,KY,36.55,-89.21,34.00
67352,6.627495,0,,Longton,KS,37.37,-96.13,16.00
63833,6.627322,0,,Catron,MO,36.63,-89.74,8.00
15461,6.626406,0,21528,Masontown,PA,39.95,-79.68,162.00
74423,6.625349,0,21529,Braggs,OK,35.66,-95.20,169.00
92240,6.621429,0,21530,Desert Hot Springs,CA,33.90,-116.40,103.00
4495,6.617644,0,,Winn,ME,45.52,-68.65,18.00
59831,6.617491,0,,Dixon,MT,47.31,-114.33,2755.00
72955,6.617318,0,,Uniontown,AR,35.57,-94.41,5860.00
75451,6.616994,0,21531,Leesburg,TX,32.99,-94.94,6.00
15451,6.616588,0,21532,Lake Lynn,PA,39.74,-79.85,74538.00
73645,6.616148,0,21533,Erick,OK,35.20,-99.87,41.00
13774,6.615723,0,,Fishs Eddy,NY,42.18,-74.93,7.00
66093,6.615723,0,,Westphalia,KS,38.21,-95.46,7.00
14819,6.615432,0,21534,Cameron,NY,42.21,-77.45,863.00
47455,6.615235,0,,Patricksburg,IN,39.32,-86.84,31.00
16161,6.615023,0,21535,Wheatland,PA,41.20,-80.50,1.00
25653,6.614801,0,,Wilkinson,WV,37.81,-82.05,19.00
41572,6.614005,0,21536,Virgie,KY,37.32,-82.61,19.00
41861,6.613182,0,,Raven,KY,37.39,-82.84,13.00
74965,6.612254,0,21537,Westville,OK,35.99,-94.57,7.00
74363,6.610934,0,21538,Quapaw,OK,36.94,-94.73,30798.00
24991,6.61036,0,,Williamsburg,WV,37.98,-80.43,192.00
92301,6.607462,0,21539,Adelanto,CA,34.84,-115.97,34.00
46156,6.604402,0,21540,Milroy,IN,39.49,-85.49,9.00
35958,6.603556,0,21541,Bryant,AL,34.92,-85.65,95.00
15662,6.602922,0,,Luxor,PA,40.36,-79.44,31.00
39629,6.601838,0,21542,Bogue Chitto,MS,31.45,-90.46,27.00
32426,6.600586,0,21543,Campbellton,FL,30.94,-85.35,261.00
32180,6.599563,0,21544,Pierson,FL,29.24,-81.47,2257.00
95388,6.59709,0,21545,Winton,CA,37.41,-120.55,37.00
70586,6.591888,0,21546,Ville Platte,LA,30.72,-92.39,18.00
31783,6.588128,0,21547,Rebecca,GA,31.78,-83.53,12.00
28441,6.587302,0,21548,Garland,NC,34.82,-78.32,293.00
38664,6.58644,0,21549,Robinsonville,MS,34.78,-90.33,1068.00
24105,6.586113,0,,Indian Valley,VA,36.90,-80.59,27346.00
54895,6.58582,0,21550,Weyerhaeuser,WI,45.41,-91.42,29.00
15739,6.585518,0,,Ernest,PA,40.68,-79.17,5873.00
21531,6.584989,0,21551,Friendsville,MD,39.64,-79.26,7778.00
41168,6.58408,0,21552,Rush,KY,38.31,-82.72,8.00
74875,6.583405,0,21553,Tryon,OK,35.88,-96.96,243.00
31537,6.581703,0,21554,Folkston,GA,30.86,-82.03,1.00
96090,6.580144,0,,Tehama,CA,40.02,-122.12,108.00
75667,6.579872,0,21555,Laneville,TX,31.99,-94.86,355.00
67751,6.579611,0,,Park,KS,39.06,-100.23,58.00
48739,6.578607,0,21556,Hale,MI,44.36,-83.76,81.00
26542,6.57721,0,21557,Masontown,WV,39.46,-79.69,162.00
36480,6.576488,0,21558,Uriah,AL,31.54,-87.50,13.00
43731,6.575195,0,21559,Crooksville,OH,39.70,-82.17,22.00
25812,6.573792,0,21560,Ansted,WV,38.14,-81.09,142.00
31017,6.573057,0,21561,Danville,GA,32.61,-83.27,252.00
43738,6.572676,0,,Fultonham,OH,39.86,-82.14,45949.00
74901,6.572228,0,21562,Arkoma,OK,35.20,-94.55,58.00
74577,6.571751,0,,Whitesboro,OK,34.94,-94.75,30.00
66710,6.571517,0,21563,Altoona,KS,37.53,-95.66,6.00
54430,6.57132,0,,Elton,WI,45.21,-88.83,155.00
41616,6.571224,0,,David,KY,37.58,-82.87,731.00
62842,6.571002,0,21564,Geff,IL,38.44,-88.41,28.00
71016,6.570483,0,21565,Castor,LA,32.24,-93.10,39.00
68817,6.570032,0,,Ashton,NE,41.25,-98.79,74.00
62272,6.569662,0,21566,Percy,IL,38.00,-89.63,3.00
35618,6.568998,0,21567,Courtland,AL,34.67,-87.29,5.00
19125,6.564738,0,21568,Philadelphia,PA,39.98,-75.13,215080.00
17262,6.560621,0,21569,Spring Run,PA,40.17,-77.71,93.00
26321,6.560294,0,,Alum Bridge,WV,39.09,-80.47,6.00
72348,6.559619,0,21570,Hughes,AR,34.96,-90.56,106.00
15081,6.558928,0,,South Heights,PA,40.58,-80.24,643.00
61037,6.558801,0,,Galt,IL,41.79,-89.76,38.00
74633,6.558703,0,,Burbank,OK,36.71,-96.81,459.00
15698,6.558475,0,21571,Yukon,PA,40.22,-79.69,185.00
98850,6.558033,0,21572,Rock Island,WA,47.31,-120.10,54.00
77859,6.55665,0,21573,Hearne,TX,30.93,-96.58,5.00
65286,6.555527,0,,Triplett,MO,39.50,-93.19,89.00
71956,6.554935,0,21574,Mountain Pine,AR,34.64,-93.23,1.00
93618,6.55085,0,21575,Dinuba,CA,36.51,-119.40,35.00
75939,6.546653,0,21576,Corrigan,TX,31.04,-94.81,24.00
99746,6.545945,0,,Huslia,AK,65.23,-151.03,40.00
32464,6.545185,0,21577,Westville,FL,30.87,-85.93,7.00
71028,6.544098,0,21578,Gibsland,LA,32.48,-93.05,132.00
45131,6.543675,0,,Higginsport,OH,38.79,-83.97,1675.00
4765,6.543324,0,21579,Patten,ME,46.00,-68.44,31.00
75568,6.542498,0,21580,Naples,TX,33.16,-94.69,121.00
61452,6.541905,0,,Littleton,IL,40.21,-90.65,23.00
32321,6.540802,0,21581,Bristol,FL,30.42,-84.98,479.00
38633,6.539411,0,21582,Hickory Flat,MS,34.62,-89.18,4.00
68440,6.539034,0,,Steele City,NE,40.15,-97.13,9.00
25133,6.538834,0,21583,Maysel,WV,38.47,-81.05,158.00
40111,6.538321,0,21584,Cloverport,KY,37.85,-86.46,7.00
30555,6.53758,0,21585,Mc Caysville,GA,34.94,-84.40,158.00
58442,6.53705,0,,Gackle,ND,46.52,-99.17,3.00
41826,6.536721,0,21586,Jeremiah,KY,37.14,-82.84,31.00
65468,6.536512,0,,Eunice,MO,37.25,-91.78,349.00
92285,6.536051,0,21587,Landers,CA,34.31,-116.52,10.00
79231,6.535582,0,,Dougherty,TX,34.07,-101.30,686.00
92102,6.528561,0,21588,San Diego,CA,32.72,-117.12,20807.00
47666,6.521257,0,21589,Patoka,IN,38.40,-87.58,1598.00
58355,6.520933,0,,Nekoma,ND,48.77,-98.46,118.00
88043,6.520504,0,21590,Hurley,NM,32.70,-108.10,21.00
83539,6.519531,0,21591,Kooskia,ID,46.12,-115.95,4.00
4920,6.518622,0,21592,Bingham,ME,45.58,-69.91,35.00
56276,6.518227,0,,Odessa,MN,45.38,-96.47,35.00
35981,6.517774,0,21593,Ider,AL,34.72,-85.66,18.00
64496,6.517343,0,,Watson,MO,40.42,-95.48,6.00
63532,6.517066,0,21594,Bevier,MO,39.75,-92.58,25.00
23459,6.516723,0,,Virginia Beach,VA,36.92,-76.02,1160.00
43730,6.516212,0,21595,Corning,OH,39.64,-82.11,24.00
16881,6.51541,0,21596,Woodland,PA,40.99,-78.42,22.00
35441,6.514747,0,21597,Akron,AL,32.86,-87.72,14.00
66761,6.514426,0,,Piqua,KS,37.91,-95.57,359839.00
43609,6.509998,0,21598,Toledo,OH,41.62,-83.58,30.00
24279,6.504731,0,21599,Pound,VA,37.09,-82.62,983.00
68871,6.503793,0,,Rockville,NE,41.12,-98.83,170.00
16922,6.503325,0,21600,Galeton,PA,41.73,-77.64,21.00
75691,6.5023,0,21601,Tatum,TX,32.30,-94.74,29.00
98336,6.501457,0,21602,Glenoma,WA,46.54,-122.10,38.00
62999,6.500889,0,21603,Zeigler,IL,37.90,-89.05,40.00
89106,6.496366,0,21604,Las Vegas,NV,36.18,-115.17,39.00
16943,6.492067,0,,Sabinsville,PA,41.77,-77.24,61.00
62983,6.491681,0,21605,Royalton,IL,37.91,-89.10,395.00
71432,6.491213,0,21606,Georgetown,LA,31.65,-92.47,132.00
78159,6.490854,0,21607,Smiley,TX,29.28,-97.65,21.00
36033,6.489824,0,21608,Georgiana,AL,31.62,-86.63,132.00
83866,6.488905,0,,Santa,ID,47.15,-116.43,9.00
28423,6.488474,0,21609,Bolton,NC,34.28,-78.35,11.00
44627,6.487407,0,21610,Fredericksburg,OH,40.70,-81.83,55.00
45155,6.486671,0,,Mowrystown,OH,39.04,-83.75,24.00
26456,6.485873,0,21611,West Union,WV,39.30,-80.77,17.00
72645,6.484769,0,21612,Leslie,AR,35.84,-92.55,76.00
36511,6.484365,0,,Bon Secour,AL,30.47,-87.75,1.00
34972,6.48138,0,21613,Okeechobee,FL,27.42,-80.95,14492.00
24874,6.477658,0,21614,Pineville,WV,37.60,-81.54,359839.00
71336,6.476527,0,21615,Gilbert,LA,32.00,-91.62,70.00
23022,6.476063,0,,Bremo Bluff,VA,37.85,-78.28,6.00
4785,6.475322,0,21616,Van Buren,ME,46.99,-68.04,175.00
24941,6.474499,0,21617,Gap Mills,WV,37.59,-80.34,1069.00
62631,6.474238,0,,Concord,IL,39.83,-90.37,5.00
81221,6.474155,0,,Coal Creek,CO,38.34,-105.16,13.00
58273,6.474076,0,,Pisek,ND,48.32,-97.81,18.00
35112,6.473944,0,,Margaret,AL,33.70,-86.47,46.00
41046,6.473648,0,21618,Glencoe,KY,38.73,-84.81,2.00
32134,6.471781,0,21619,Fort McCoy,FL,29.39,-81.86,572.00
92363,6.46913,0,21620,Needles,CA,34.64,-115.56,118.00
14726,6.467854,0,21621,Conewango Valley,NY,42.25,-79.01,13.00
70570,6.460424,0,21622,Opelousas,LA,30.53,-92.01,5.00
97752,6.453255,0,,Post,OR,44.09,-120.28,16.00
72031,6.451849,0,21623,Clinton,AR,35.57,-92.42,217.00
31512,6.450036,0,21624,Ambrose,GA,31.55,-82.99,31.00
36013,6.449588,0,,Cecil,AL,32.31,-86.19,130.00
95334,6.44779,0,21625,Livingston,CA,37.36,-120.75,319.00
39356,6.445858,0,21626,Rose Hill,MS,32.14,-89.00,16.00
30471,6.444942,0,21627,Twin City,GA,32.55,-82.18,9.00
16879,6.444134,0,,Winburne,PA,40.99,-78.42,456.00
24374,6.443948,0,21628,Speedwell,VA,36.80,-81.21,1009.00
47640,6.443638,0,21629,Hazleton,IN,38.38,-87.47,103.00
95951,6.443188,0,21630,Hamilton City,CA,39.73,-122.05,11917.00
73755,6.442732,0,21631,Longdale,OK,36.13,-98.55,16.00
15741,6.442515,0,,Gipsy,PA,40.80,-78.86,11.00
41098,6.442147,0,21632,Worthville,KY,38.64,-85.05,36.00
28511,6.44165,0,21633,Atlantic,NC,34.87,-76.59,882.00
63829,6.441238,0,21634,Cardwell,MO,36.07,-90.26,126.00
31408,6.439032,0,21635,Savannah,GA,32.11,-81.17,11.00
46111,6.437023,0,,Brooklyn,IN,39.54,-86.37,4.00
47282,6.436937,0,,Vernon,IN,38.98,-85.62,179.00
36108,6.432944,0,21636,Montgomery,AL,32.34,-86.37,11540.00
35130,6.428202,0,21637,Quinton,AL,33.72,-87.12,6.00
63966,6.426914,0,21638,Wappapello,MO,36.97,-90.28,27.00
31063,6.425443,0,21639,Montezuma,GA,32.24,-83.86,39.00
15784,6.424447,0,,Worthville,PA,41.14,-78.96,36.00
76427,6.424288,0,21640,Bryson,TX,33.16,-98.39,95.00
38317,6.423618,0,21641,Bruceton,TN,36.06,-88.28,268.00
74028,6.422795,0,21642,Depew,OK,35.77,-96.49,9927.00
85347,6.422289,0,21643,Roll,AZ,32.75,-113.80,5.00
74131,6.421656,0,21644,Tulsa,OK,36.05,-96.07,10358.00
31543,6.420536,0,21645,Hortense,GA,31.27,-81.81,767.00
89418,6.41975,0,,Imlay,NV,40.65,-118.29,18.00
40481,6.419627,0,,Sandgap,KY,37.47,-84.06,11.00
63430,6.419468,0,,Alexandria,MO,40.36,-91.46,242.00
96011,6.4193,0,,Big Bend,CA,40.97,-121.83,40.00
54530,6.419095,0,21646,Hawkins,WI,45.52,-90.74,48.00
42330,6.416883,0,21647,Central City,KY,37.24,-87.11,22.00
71322,6.413539,0,21648,Bunkie,LA,30.94,-92.11,459.00
66946,6.412216,0,,Hollenberg,KS,39.84,-96.97,119.00
16829,6.412055,0,,Clarence,PA,40.93,-77.76,35.00
45612,6.411047,0,21649,Bainbridge,OH,39.24,-83.22,17.00
74731,6.409913,0,21650,Cartwright,OK,33.92,-96.19,77.00
26722,6.409546,0,,Green Spring,WV,39.31,-78.66,9.00
27986,6.409148,0,21651,Winton,NC,36.42,-76.95,37.00
49834,6.40881,0,,Foster City,MI,45.94,-87.81,572.00
21217,6.401797,0,21652,Baltimore,MD,39.31,-76.64,2688.00
38720,6.394769,0,,Alligator,MS,34.07,-90.76,57.00
85354,6.394214,0,21653,Tonopah,AZ,33.28,-112.19,58.00
38762,6.393231,0,21654,Mound Bayou,MS,33.77,-90.85,1.00
35212,6.390154,0,21655,Birmingham,AL,33.55,-86.75,35.00
27967,6.387454,0,,Powellsville,NC,36.16,-76.97,31.00
51363,6.387303,0,,Superior,IA,43.43,-94.95,80.00
6376,6.387259,0,,South Lyme,CT,41.30,-72.26,643.00
31797,6.386606,0,21656,Whigham,GA,30.90,-84.31,22.00
41265,6.385562,0,21657,Van Lear,KY,37.78,-82.74,175.00
18220,6.385091,0,,Delano,PA,40.84,-76.07,62.00
79563,6.38483,0,21658,Tye,TX,32.43,-99.92,67.00
99013,6.384493,0,21659,Ford,WA,47.91,-117.80,62.00
41263,6.38427,0,,Tutor Key,KY,37.85,-82.76,31.00
26823,6.384174,0,,Capon Springs,WV,39.31,-78.66,93.00
14201,6.381871,0,21660,Buffalo,NY,42.93,-78.83,23.00
58757,6.379497,0,,Mandaree,ND,47.74,-103.30,146101.00
42325,6.379052,0,21661,Bremen,KY,37.34,-87.27,25.00
36726,6.37771,0,21662,Camden,AL,32.00,-87.35,3973.00
72680,6.376585,0,,Timbo,AR,35.92,-92.13,30.00
16343,6.376358,0,,Reno,PA,41.41,-79.75,49.00
45654,6.376072,0,21663,New Plymouth,OH,39.33,-82.38,26.00
