zipcode,centile,superzip,rank,city,state,latitude,longitude,incident
20842,93.16882,0,1055,Dickerson,MD,39.19,-77.42,64.00
93908,93.16598,0,1056,Salinas,CA,36.64,-121.64,109.00
55902,93.16011,0,1057,Rochester,MN,43.97,-92.39,1068.00
63122,93.14919,0,1058,Saint Louis,MO,38.58,-90.43,17.00
7470,93.13143,0,1059,Wayne,NJ,40.95,-74.24,390694.00
11566,93.11459,0,1060,Merrick,NY,40.67,-73.55,7.00
95054,93.10559,0,1061,Santa Clara,CA,37.19,-121.71,4647.00
27104,93.09772,0,1062,Winston Salem,NC,36.10,-80.33,37.00
32779,93.08675,0,1063,Longwood,FL,28.72,-81.29,16.00
60190,93.07906,0,1064,Winfield,IL,41.84,-88.09,21.00
55305,93.07312,0,1065,Hopkins,MN,44.95,-93.44,151.00
92127,93.06587,0,1066,San Diego,CA,33.02,-117.12,20807.00
8904,93.05974,0,1067,Highland Park,NJ,40.50,-74.43,20.00
97229,93.04929,0,1068,Portland,OR,45.55,-122.83,87.00
43085,93.03709,0,1069,Columbus,OH,40.04,-82.90,260.00
1701,93.02638,0,1070,Framingham,MA,42.45,-71.46,8.00
8551,93.01918,0,1071,Ringoes,NJ,40.45,-74.84,2.00
8738,93.01789,0,1072,Mantoloking,NJ,40.03,-74.06,35.00
6804,93.01461,0,1073,Brookfield,CT,41.40,-73.28,14.00
18901,93.00273,0,1074,Doylestown,PA,40.33,-75.12,2400.00
84092,92.9894,0,1075,Sandy,UT,40.58,-111.75,37.00
95134,92.98306,0,1076,San Jose,CA,37.19,-121.71,5277.00
27410,92.97241,0,1077,Greensboro,NC,36.12,-79.87,5.00
67226,92.96105,0,1078,Wichita,KS,37.77,-97.21,540.00
95765,92.95572,0,1079,Rocklin,CA,38.82,-121.28,170.00
75023,92.94456,0,1080,Plano,TX,33.10,-96.66,238.00
2066,92.93275,0,1081,Scituate,MA,42.21,-70.77,132.00
1982,92.92792,0,1082,South Hamilton,MA,42.63,-70.85,643.00
28735,92.92638,0,,Gerton,NC,35.32,-82.50,132.00
16803,92.92321,0,1083,State College,PA,40.88,-77.76,213.00
19081,92.91842,0,1084,Swarthmore,PA,39.90,-75.34,15.00
2818,92.91318,0,1085,East Greenwich,RI,41.64,-71.48,32.00
80122,92.90377,0,1086,Littleton,CO,39.58,-104.96,23.00
1907,92.89509,0,1087,Swampscott,MA,42.51,-70.91,15.00
7009,92.88974,0,1088,Cedar Grove,NJ,40.86,-74.23,22.00
90742,92.88694,0,1089,Sunset Beach,CA,33.64,-117.77,80.00
8816,92.87821,0,1090,East Brunswick,NJ,40.43,-74.42,7782.00
44141,92.86702,0,1091,Brecksville,OH,41.36,-81.64,25.00
43023,92.86258,0,1092,Granville,OH,40.05,-82.54,118.00
43035,92.8589,0,1093,Lewis Center,OH,40.19,-82.99,30.00
6447,92.85587,0,1094,Marlborough,CT,41.64,-72.46,179.00
60068,92.84753,0,1095,Park Ridge,IL,42.04,-87.84,58.00
48823,92.83412,0,1096,East Lansing,MI,42.74,-84.50,32.00
76226,92.8267,0,1097,Argyle,TX,33.22,-97.16,9.00
6477,92.82285,0,1098,Orange,CT,41.28,-73.03,696996.00
22003,92.81007,0,1099,Annandale,VA,38.84,-77.21,233.00
66760,92.79986,0,,Opolis,KS,37.34,-94.62,5.00
92663,92.79513,0,1100,Newport Beach,CA,33.62,-117.92,51.00
48176,92.78716,0,1101,Saline,MI,42.15,-83.80,198.00
80482,92.78358,0,1102,Winter Park,CO,39.95,-105.82,37.00
11732,92.78249,0,1103,East Norwich,NY,40.75,-73.60,32.00
30319,92.77425,0,1104,Atlanta,GA,33.88,-84.33,16.00
89141,92.76675,0,,Las Vegas,NV,36.01,-115.21,39.00
33067,92.76275,0,1105,Pompano Beach,FL,26.30,-80.24,230282.00
60083,92.7578,0,1106,Wadsworth,IL,42.44,-87.94,7.00
97068,92.75234,0,1107,West Linn,OR,45.34,-122.66,17.00
70373,92.74789,0,,Larose,LA,29.52,-90.35,178.00
35226,92.74274,0,1108,Birmingham,AL,33.40,-86.83,35.00
22031,92.7325,0,1109,Fairfax,VA,38.85,-77.28,921.00
16851,92.72724,0,1110,Lemont,PA,40.81,-77.81,7.00
7876,92.72507,0,1111,Succasunna,NJ,40.86,-74.66,18.00
98103,92.71415,0,1112,Seattle,WA,47.43,-121.80,9.00
91711,92.6994,0,1113,Claremont,CA,33.79,-118.30,35.00
92129,92.68566,0,1114,San Diego,CA,32.97,-117.13,20807.00
7436,92.67536,0,1115,Oakland,NJ,41.02,-74.24,54.00
93924,92.67155,0,1116,Carmel Valley,CA,36.45,-121.67,17.00
22043,92.66568,0,1117,Falls Church,VA,38.90,-77.19,12.00
1568,92.66019,0,1118,Upton,MA,42.18,-71.60,13.00
52246,92.65604,0,1119,Iowa City,IA,41.60,-91.59,20.00
90064,92.64795,0,1120,Los Angeles,CA,33.79,-118.30,869135.00
8510,92.6426,0,1121,Millstone Township,NJ,40.19,-74.44,9.00
22203,92.6384,0,1122,Arlington,VA,38.87,-77.12,225.00
94019,92.6312,0,1123,Half Moon Bay,CA,37.39,-122.42,81.00
70471,92.6244,0,1124,Mandeville,LA,30.34,-89.98,146101.00
7666,92.61382,0,1125,Teaneck,NJ,40.91,-73.99,220.00
10709,92.60487,0,1126,Eastchester,NY,40.96,-73.81,32.00
20628,92.60303,0,,Dameron,MD,38.15,-76.36,126839.00
10913,92.6021,0,1127,Blauvelt,NY,41.07,-73.96,12.00
84108,92.59752,0,1128,Salt Lake City,UT,40.78,-111.75,1628.00
21032,92.59222,0,1129,Crownsville,MD,39.02,-76.59,4.00
8043,92.58543,0,1130,Voorhees,NJ,39.84,-74.97,191637.00
35406,92.57828,0,1131,Tuscaloosa,AL,33.34,-87.53,491.00
60613,92.56544,0,1132,Chicago,IL,41.81,-87.69,12.00
8822,92.54932,0,1133,Flemington,NJ,40.51,-74.86,9.00
98033,92.53803,0,1134,Kirkland,WA,47.67,-122.19,26.00
30350,92.52581,0,1135,Atlanta,GA,33.96,-84.31,16.00
60514,92.51631,0,1136,Clarendon Hills,IL,41.77,-87.97,132.00
46530,92.50852,0,1137,Granger,IN,41.73,-86.14,22.00
94610,92.49769,0,1138,Oakland,CA,37.81,-122.24,54.00
23221,92.4885,0,1139,Richmond,VA,37.55,-77.49,15474.00
21057,92.48489,0,1140,Glen Arm,MD,39.45,-76.50,2.00
33496,92.47969,0,1141,Boca Raton,FL,26.41,-80.16,27.00
60712,92.47287,0,1142,Lincolnwood,IL,42.01,-87.74,850.00
20112,92.46722,0,1143,Manassas,VA,38.77,-77.45,46.00
7081,92.46092,0,1144,Springfield,NJ,40.70,-74.32,93.00
27502,92.45005,0,1145,Apex,NC,35.75,-78.83,27.00
14450,92.43464,0,1146,Fairport,NY,43.10,-77.43,3310.00
44122,92.41997,0,1147,Shaker Heights,OH,41.47,-81.51,8.00
30324,92.40842,0,1148,Atlanta,GA,33.82,-84.37,16.00
30092,92.39767,0,1149,Norcross,GA,33.91,-84.14,19.00
40241,92.38686,0,1150,Louisville,KY,38.30,-85.58,60.00
95131,92.37743,0,1151,San Jose,CA,37.39,-121.89,5277.00
4096,92.37086,0,1152,Yarmouth,ME,43.80,-70.17,12.00
65809,92.36742,0,1153,Springfield,MO,37.15,-93.22,93.00
43235,92.35851,0,1154,Columbus,OH,40.11,-82.97,260.00
10524,92.35059,0,1155,Garrison,NY,41.38,-73.93,29.00
75202,92.34946,0,1156,Dallas,TX,32.77,-96.78,126839.00
80116,92.34843,0,1157,Franktown,CO,39.30,-104.76,20084.00
6468,92.34425,0,1158,Monroe,CT,41.34,-73.24,25560.00
30076,92.33307,0,1159,Roswell,GA,34.03,-84.32,47.00
55125,92.31837,0,1160,Saint Paul,MN,44.92,-92.94,17.00
1460,92.30986,0,1161,Littleton,MA,42.45,-71.46,23.00
19380,92.29956,0,1162,West Chester,PA,39.98,-75.61,11.00
6268,92.28937,0,1163,Storrs Mansfield,CT,41.79,-72.25,9.00
3885,92.2868,0,1164,Stratham,NH,43.01,-70.88,58.00
27713,92.27972,0,1165,Durham,NC,35.91,-78.92,1795.00
12874,92.27378,0,,Silver Bay,NY,43.69,-73.51,35.00
92656,92.26588,0,1166,Aliso Viejo,CA,33.60,-117.75,13.00
63011,92.25095,0,1167,Ballwin,MO,38.61,-90.56,5.00
33418,92.23827,0,1168,Palm Beach Gardens,FL,26.65,-80.43,726167.00
7444,92.23094,0,1169,Pompton Plains,NJ,41.01,-74.40,230282.00
80503,92.22456,0,1170,Longmont,CO,40.16,-105.21,16.00
17508,92.21984,0,,Brownstown,PA,40.13,-76.21,268.00
10901,92.21571,0,1171,Suffern,NY,41.14,-74.11,18.00
50266,92.20872,0,1172,West Des Moines,IA,41.65,-93.75,11.00
91030,92.20119,0,1173,South Pasadena,CA,33.79,-118.30,643.00
45434,92.19471,0,1174,Dayton,OH,39.75,-84.27,3.00
81657,92.19176,0,1175,Vail,CO,39.58,-106.45,60.00
6812,92.18819,0,1176,New Fairfield,CT,41.49,-73.49,1159.00
92118,92.1815,0,1177,Coronado,CA,32.66,-117.16,24.00
94041,92.17455,0,1178,Mountain View,CA,37.19,-121.71,1.00
92604,92.16692,0,1179,Irvine,CA,33.69,-117.79,5.00
52245,92.15916,0,1180,Iowa City,IA,41.67,-91.52,20.00
23433,92.15607,0,1181,Suffolk,VA,36.91,-76.49,14160.00
61704,92.14967,0,1182,Bloomington,IL,40.49,-88.98,13.00
14472,92.14195,0,1183,Honeoye Falls,NY,42.98,-77.61,5.00
92676,92.14001,0,1184,Silverado,CA,33.74,-117.73,30.00
20169,92.13863,0,1185,Haymarket,VA,38.87,-77.64,48.00
61525,92.13666,0,1186,Dunlap,IL,40.85,-89.68,49.00
94043,92.13006,0,1187,Mountain View,CA,37.19,-121.71,1.00
91354,92.12138,0,1188,Valencia,CA,33.79,-118.30,106.00
75010,92.116,0,1189,Carrollton,TX,33.03,-96.90,421.00
53018,92.11227,0,1190,Delafield,WI,43.02,-88.39,62.00
94937,92.11075,0,1191,Inverness,CA,38.11,-122.89,652.00
80121,92.1071,0,1192,Littleton,CO,39.61,-104.89,23.00
10578,92.10349,0,,Purdys,NY,41.32,-73.65,7498.00
1824,92.0985,0,1193,Chelmsford,MA,42.45,-71.46,97.00
78231,92.0923,0,1194,San Antonio,TX,29.44,-98.46,195.00
23059,92.08809,0,1195,Glen Allen,VA,37.73,-77.55,2.00
92128,92.07648,0,1196,San Diego,CA,33.00,-117.07,20807.00
28745,92.0676,0,1197,Lake Junaluska,NC,35.56,-83.01,74538.00
8852,92.06493,0,1198,Monmouth Junction,NJ,40.39,-74.56,440.00
7030,92.05454,0,1199,Hoboken,NJ,40.75,-74.03,3.00
1951,92.04617,0,1200,Newbury,MA,42.78,-70.87,88.00
78749,92.04057,0,1201,Austin,TX,30.21,-97.86,43.00
19067,92.02553,0,1202,Morrisville,PA,40.21,-74.83,17.00
97219,92.00868,0,1203,Portland,OR,45.46,-122.70,87.00
6905,91.9978,0,1204,Stamford,CT,41.12,-73.55,96.00
94595,91.98951,0,1205,Walnut Creek,CA,37.87,-122.07,5.00
20871,91.98471,0,1206,Clarksburg,MD,39.21,-77.26,364.00
23103,91.98346,0,1207,Manakin Sabot,VA,37.66,-77.79,37.00
27927,91.98259,0,1208,Corolla,NC,36.39,-75.83,24.00
98177,91.97871,0,1209,Seattle,WA,47.43,-121.80,9.00
93634,91.97496,0,,Lakeshore,CA,37.17,-119.24,1.00
12148,91.97441,0,1210,Rexford,NY,42.84,-73.85,4.00
64158,91.97346,0,1211,Kansas City,MO,39.23,-94.48,151.00
66226,91.97192,0,1212,Shawnee,KS,39.02,-94.86,480.00
1519,91.96971,0,1213,Grafton,MA,42.20,-71.68,43.00
6611,91.96216,0,1214,Trumbull,CT,41.26,-73.21,243.00
80474,91.95557,0,,Rollinsville,CO,39.88,-105.55,5.00
85749,91.95201,0,1215,Tucson,AZ,32.26,-110.75,9.00
10989,91.94666,0,1216,Valley Cottage,NY,41.12,-73.93,14.00
60004,91.93471,0,1217,Arlington Heights,IL,42.09,-88.00,225.00
7981,91.92297,0,1218,Whippany,NJ,40.82,-74.42,22.00
48334,91.91769,0,1219,Farmington,MI,42.51,-83.35,6.00
3870,91.91303,0,1220,Rye,NH,43.01,-70.76,27.00
92106,91.90849,0,1221,San Diego,CA,32.71,-117.23,20807.00
27408,91.90147,0,1222,Greensboro,NC,36.10,-79.82,5.00
92024,91.88893,0,1223,Encinitas,CA,33.05,-117.25,27.00
22151,91.87677,0,1224,Springfield,VA,38.80,-77.21,93.00
91207,91.8716,0,1225,Glendale,CA,33.79,-118.30,2.00
94956,91.86912,0,1226,Point Reyes Station,CA,38.06,-122.85,52.00
21163,91.86813,0,1227,Woodstock,MD,39.35,-76.85,4.00
45458,91.86279,0,1228,Dayton,OH,39.61,-84.17,3.00
45242,91.85378,0,1229,Cincinnati,OH,39.24,-84.35,9.00
19003,91.84709,0,1230,Ardmore,PA,40.00,-75.31,11.00
94903,91.83873,0,1231,San Rafael,CA,38.03,-122.59,120.00
60464,91.83099,0,1232,Palos Park,IL,41.81,-87.69,69.00
8648,91.82417,0,1233,Lawrence Township,NJ,40.28,-74.69,404.00
94576,91.81911,0,,Deer Park,CA,38.45,-122.44,12.00
19348,91.81569,0,1234,Kennett Square,PA,39.87,-75.72,74.00
80455,91.81223,0,,Jamestown,CO,40.10,-105.42,62.00
5445,91.8115,0,1235,Charlotte,VT,44.32,-73.23,23638.00
80104,91.80556,0,1236,Castle Rock,CO,39.37,-104.85,39.00
15367,91.79935,0,1237,Venetia,PA,40.24,-80.25,47.00
81236,91.7982,0,1238,Nathrop,CO,38.75,-106.25,135.00
95066,91.79525,0,1239,Scotts Valley,CA,37.07,-122.01,28.00
14526,91.78885,0,1240,Penfield,NY,43.15,-77.45,12.00
10962,91.784,0,1241,Orangeburg,NY,41.06,-73.95,554.00
40502,91.77765,0,1242,Lexington,KY,38.02,-84.49,488.00
8512,91.77064,0,1243,Cranbury,NJ,40.32,-74.52,154.00
91024,91.76659,0,1244,Sierra Madre,CA,33.79,-118.30,35.00
77586,91.76086,0,1245,Seabrook,TX,29.60,-95.10,31.00
66085,91.7564,0,1246,Stilwell,KS,38.82,-94.66,4.00
66610,91.75422,0,1247,Topeka,KS,38.98,-95.82,95.00
88268,91.75298,0,,Whites City,NM,32.48,-104.29,30.00
11977,91.75256,0,1248,Westhampton,NY,40.92,-72.64,1314.00
48335,91.74766,0,1249,Farmington,MI,42.46,-83.41,6.00
57108,91.74207,0,1250,Sioux Falls,SD,43.55,-96.70,9.00
97225,91.73677,0,1251,Portland,OR,45.50,-122.78,87.00
95064,91.7323,0,1252,Santa Cruz,CA,36.99,-122.06,497.00
46220,91.72496,0,1253,Indianapolis,IN,39.87,-86.11,80.00
17748,91.71784,0,,Mc Elhattan,PA,41.14,-77.37,158.00
29928,91.71407,0,1254,Hilton Head Island,SC,32.27,-80.64,35.00
12211,91.70824,0,1255,Albany,NY,42.71,-73.77,455.00
60202,91.69997,0,1256,Evanston,IL,42.04,-87.69,9.00
94074,91.69372,0,,San Gregorio,CA,37.33,-122.36,14455.00
2032,91.69291,0,1257,East Walpole,MA,42.15,-71.21,32.00
91784,91.68787,0,1258,Upland,CA,34.13,-116.25,5860.00
30269,91.67786,0,1259,Peachtree City,GA,33.40,-84.57,45.00
4108,91.67198,0,1260,Peaks Island,ME,43.66,-70.19,45.00
81632,91.67037,0,1261,Edwards,CO,39.64,-106.62,16.00
31522,91.66586,0,1262,Saint Simons Island,GA,31.21,-81.45,17.00
6013,91.66127,0,1263,Burlington,CT,41.76,-72.96,282.00
10567,91.65658,0,1264,Cortlandt Manor,NY,41.28,-73.89,15.00
6442,91.65285,0,1265,Ivoryton,CT,41.34,-72.44,27.00
60490,91.65075,0,1266,Bolingbrook,IL,41.68,-88.14,19.00
75075,91.64275,0,1267,Plano,TX,33.16,-96.72,238.00
80908,91.63461,0,1268,Colorado Springs,CO,39.02,-104.71,50.00
7042,91.62782,0,1269,Montclair,NJ,40.81,-74.22,64.00
78734,91.62024,0,1270,Austin,TX,30.37,-97.94,43.00
68526,91.61755,0,1271,Lincoln,NE,40.74,-96.58,850.00
7717,91.61688,0,1272,Avon by the Sea,NJ,40.19,-74.02,23.00
8827,91.61564,0,1273,Hampton,NJ,40.67,-74.96,599.00
60561,91.61034,0,1274,Darien,IL,41.74,-87.98,45.00
19086,91.60363,0,1275,Wallingford,PA,39.90,-75.37,96.00
1922,91.60096,0,1276,Byfield,MA,42.76,-70.93,31.00
46250,91.59721,0,1277,Indianapolis,IN,39.90,-86.07,80.00
80424,91.59256,0,1278,Breckenridge,CO,39.48,-106.02,63.00
63021,91.58162,0,1279,Ballwin,MO,38.57,-90.54,5.00
91403,91.56737,0,1280,Sherman Oaks,CA,33.79,-118.30,16.00
22206,91.55882,0,1281,Arlington,VA,38.84,-77.09,225.00
3304,91.55374,0,1282,Bow,NH,43.13,-71.54,42.00
87008,91.55189,0,1283,Cedar Crest,NM,35.12,-106.38,22.00
94530,91.54634,0,1284,El Cerrito,CA,37.92,-122.30,17.00
35802,91.53719,0,1285,Huntsville,AL,34.66,-86.56,21.00
11507,91.5315,0,1286,Albertson,NY,40.75,-73.60,99.00
97212,91.52549,0,1287,Portland,OR,45.54,-122.64,87.00
8840,91.51788,0,1288,Metuchen,NJ,40.47,-74.45,8.00
19711,91.50648,0,1289,Newark,DE,39.67,-75.69,2560664.00
37067,91.49538,0,1290,Franklin,TN,35.91,-86.77,20084.00
7016,91.48814,0,1291,Cranford,NJ,40.65,-74.30,5.00
37221,91.47697,0,1292,Nashville,TN,36.07,-86.96,566.00
10579,91.4688,0,1293,Putnam Valley,NY,41.40,-73.78,30798.00
4003,91.46723,0,,Bailey Island,ME,43.74,-70.00,17.00
60031,91.46054,0,1294,Gurnee,IL,42.38,-87.94,7.00
2356,91.45193,0,1295,North Easton,MA,42.05,-71.12,2.00
11596,91.44791,0,1296,Williston Park,NY,40.75,-73.60,262.00
40026,91.44509,0,1297,Goshen,KY,38.41,-85.53,8.00
33301,91.44164,0,1298,Fort Lauderdale,FL,26.09,-80.16,572.00
7405,91.43582,0,1299,Butler,NJ,41.00,-74.43,678.00
85254,91.42345,0,1300,Scottsdale,AZ,33.48,-111.83,28.00
2053,91.41205,0,1301,Medway,MA,42.16,-71.43,104.00
8528,91.40984,0,,Kingston,NJ,40.38,-74.61,208.00
53562,91.40619,0,1302,Middleton,WI,43.11,-89.53,1339.00
10471,91.39788,0,1303,Bronx,NY,40.90,-73.90,1.00
81426,91.39313,0,,Ophir,CO,37.84,-107.86,5.00
6524,91.39214,0,1304,Bethany,CT,41.43,-73.00,79.00
20012,91.38844,0,1305,Washington,DC,38.98,-77.03,11211.00
7762,91.38376,0,1306,Spring Lake,NJ,40.18,-74.03,93.00
19031,91.38087,0,1307,Flourtown,PA,40.11,-75.22,508.00
89017,91.37993,0,,Hiko,NV,37.59,-115.23,31967.00
10983,91.37882,0,1308,Tappan,NY,41.03,-73.95,92.00
76051,91.37044,0,1309,Grapevine,TX,32.93,-97.08,118.00
94115,91.35583,0,1310,San Francisco,CA,37.79,-122.44,14455.00
2021,91.34452,0,1311,Canton,MA,42.18,-71.12,12.00
2543,91.34037,0,1312,Woods Hole,MA,41.59,-70.65,4.00
6793,91.33997,0,1313,Washington,CT,41.72,-73.29,11211.00
33477,91.33681,0,1314,Jupiter,FL,26.65,-80.43,18.00
90069,91.3288,0,1315,West Hollywood,CA,33.79,-118.30,17.00
10595,91.32249,0,1316,Valhalla,NY,41.09,-73.78,106.00
7726,91.31419,0,1317,Englishtown,NJ,40.27,-74.27,27.00
33332,91.30636,0,1318,Fort Lauderdale,FL,26.06,-80.41,572.00
21030,91.30128,0,1319,Cockeysville,MD,39.49,-76.66,96.00
43210,91.29662,0,1320,Columbus,OH,39.91,-82.83,260.00
55356,91.29547,0,1321,Long Lake,MN,45.00,-93.59,16.00
38103,91.29298,0,1322,Memphis,TN,35.15,-90.05,21.00
83340,91.2902,0,1323,Ketchum,ID,43.67,-114.49,21.00
33715,91.28725,0,1324,Saint Petersburg,FL,27.67,-82.71,17.00
80210,91.27909,0,1325,Denver,CO,39.70,-104.96,9927.00
8212,91.27267,0,,Cape May Point,NJ,38.94,-74.97,93.00
21140,91.27195,0,1326,Riva,MD,39.03,-76.63,28.00
19046,91.26747,0,1327,Jenkintown,PA,40.10,-75.11,20.00
2215,91.26156,0,1328,Boston,MA,42.35,-71.11,268.00
78232,91.2531,0,1329,San Antonio,TX,29.44,-98.46,195.00
11705,91.24524,0,1330,Bayport,NY,40.75,-73.06,10.00
55126,91.23913,0,1331,Saint Paul,MN,45.07,-93.14,17.00
20886,91.22839,0,1332,Montgomery Village,MD,39.18,-77.19,11540.00
2056,91.22034,0,1333,Norfolk,MA,42.12,-71.33,5177.00
48170,91.21056,0,1334,Plymouth,MI,42.37,-83.49,416.00
37377,91.19997,0,1335,Signal Mountain,TN,35.18,-85.32,35.00
33498,91.19441,0,1336,Boca Raton,FL,26.39,-80.22,27.00
61758,91.1916,0,,Merna,IL,40.52,-88.86,46.00
20901,91.18526,0,1337,Silver Spring,MD,39.04,-77.01,30.00
8730,91.17798,0,1338,Brielle,NJ,40.11,-74.07,18.00
4421,91.17684,0,1339,Castine,ME,44.42,-68.79,39.00
94704,91.17449,0,1340,Berkeley,CA,37.87,-122.26,519.00
22947,91.17158,0,1341,Keswick,VA,38.05,-78.34,123.00
40207,91.16471,0,1342,Louisville,KY,38.26,-85.67,60.00
23943,91.15854,0,,Hampden Sydney,VA,37.24,-78.46,948.00
87048,91.15698,0,1343,Corrales,NM,35.66,-106.71,24.00
20132,91.15379,0,1344,Purcellville,VA,39.14,-77.73,7498.00
31820,91.15122,0,1345,Midland,GA,32.57,-84.85,309.00
10707,91.14846,0,1346,Tuckahoe,NY,40.96,-73.82,243.00
80433,91.145,0,1347,Conifer,CO,39.47,-105.28,13.00
85260,91.13638,0,1348,Scottsdale,AZ,33.28,-112.19,28.00
46556,91.12934,0,,Notre Dame,IN,41.60,-86.29,11.00
19454,91.12464,0,1349,North Wales,PA,40.22,-75.24,31.00
19373,91.11938,0,1350,Thornton,PA,39.91,-75.54,105.00
21152,91.11781,0,1351,Sparks Glencoe,MD,39.53,-76.72,223.00
48190,91.11682,0,,Whittaker,MI,42.12,-83.59,15.00
6432,91.11292,0,1352,Fairfield,CT,41.20,-73.25,3310.00
20779,91.1088,0,1353,Tracys Landing,MD,38.94,-76.56,6.00
11363,91.1072,0,1354,Little Neck,NY,40.77,-73.75,52.00
11548,91.10556,0,1355,Greenvale,NY,40.75,-73.60,22.00
48130,91.10342,0,1356,Dexter,MI,42.35,-83.90,5.00
66049,91.09817,0,1357,Lawrence,KS,38.90,-95.34,404.00
53711,91.08714,0,1358,Madison,WI,43.02,-89.42,10901.00
49546,91.07378,0,1359,Grand Rapids,MI,42.93,-85.54,7.00
11965,91.06786,0,1360,Shelter Island Heights,NY,40.92,-72.64,53423.00
22192,91.05903,0,1361,Woodbridge,VA,38.68,-77.32,226.00
11976,91.05003,0,1362,Water Mill,NY,40.92,-72.64,42.00
10025,91.02995,0,1363,New York,NY,40.80,-73.97,2560664.00
6371,91.00834,0,1364,Old Lyme,CT,41.41,-72.15,52.00
7927,91.00584,0,1365,Cedar Knolls,NJ,40.82,-74.46,22.00
68154,91.001,0,1366,Omaha,NE,41.29,-96.12,67.00
35758,90.99142,0,1367,Madison,AL,34.71,-86.74,10901.00
91355,90.98145,0,1368,Valencia,CA,33.79,-118.30,106.00
44145,90.97049,0,1369,Westlake,OH,41.45,-81.92,1314.00
75001,90.96236,0,1370,Addison,TX,32.77,-96.78,34.00
1522,90.96002,0,1371,Jefferson,MA,42.26,-71.80,41139.00
2093,90.95753,0,1372,Wrentham,MA,42.05,-71.37,8.00
90036,90.94852,0,1373,Los Angeles,CA,33.79,-118.30,869135.00
89451,90.93956,0,1374,Incline Village,NV,39.25,-119.94,271.00
94586,90.93748,0,1375,Sunol,CA,37.59,-121.88,80.00
44251,90.93725,0,,Westfield Center,OH,41.03,-81.93,1314.00
63117,90.9352,0,1376,Saint Louis,MO,38.63,-90.33,17.00
19406,90.92878,0,1377,King of Prussia,PA,40.18,-75.39,31.00
20837,90.92332,0,1378,Poolesville,MD,39.12,-77.40,169.00
7020,90.92062,0,1379,Edgewater,NJ,40.83,-73.98,69.00
77006,90.9149,0,1380,Houston,TX,29.83,-95.43,620.00
16801,90.90608,0,1381,State College,PA,40.88,-77.87,213.00
20866,90.89925,0,1382,Burtonsville,MD,39.11,-76.94,3.00
7410,90.89102,0,1383,Fair Lawn,NJ,40.94,-74.12,9.00
8736,90.88232,0,1384,Manasquan,NJ,40.12,-74.07,37.00
7661,90.87763,0,1385,River Edge,NJ,40.93,-74.04,28.00
20876,90.87174,0,1386,Germantown,MD,39.21,-77.24,132.00
94086,90.85537,0,1387,Sunnyvale,CA,37.19,-121.71,80.00
1864,90.8402,0,1388,North Reading,MA,42.58,-71.08,2.00
80118,90.83685,0,1389,Larkspur,CO,39.21,-104.95,178.00
22936,90.83523,0,1390,Earlysville,VA,38.17,-78.51,19.00
53719,90.83112,0,1391,Madison,WI,43.03,-89.49,10901.00
7836,90.82558,0,1392,Flanders,NJ,40.85,-74.70,10118.00
15086,90.82328,0,,Warrendale,PA,40.43,-80.02,838.00
19810,90.81818,0,1393,Wilmington,DE,39.76,-75.53,262.00
21286,90.80942,0,1394,Towson,MD,39.41,-76.58,6.00
78266,90.80505,0,1395,San Antonio,TX,29.74,-98.23,195.00
77429,90.79713,0,1396,Cypress,TX,29.83,-95.43,30247.00
77845,90.78536,0,1397,College Station,TX,30.58,-96.29,17.00
7052,90.77212,0,1398,West Orange,NJ,40.79,-74.23,17.00
29466,90.76102,0,1399,Mount Pleasant,SC,32.87,-79.80,1.00
55115,90.75714,0,1400,Saint Paul,MN,45.07,-92.94,17.00
95625,90.7556,0,,Elmira,CA,38.35,-121.90,4.00
68133,90.75488,0,1401,Papillion,NE,41.13,-96.10,96.00
55386,90.75362,0,1402,Victoria,MN,44.85,-93.66,275.00
40205,90.74825,0,1403,Louisville,KY,38.22,-85.60,60.00
61822,90.74065,0,1404,Champaign,IL,40.13,-88.29,116.00
66218,90.73729,0,1405,Shawnee,KS,39.01,-94.81,480.00
92688,90.72942,0,1406,Rancho Santa Margarita,CA,33.60,-117.60,1457.00
60516,90.71651,0,1407,Downers Grove,IL,41.75,-88.02,2400.00
8886,90.71005,0,1408,Stewartsville,NJ,40.72,-75.07,22.00
2474,90.70387,0,1409,Arlington,MA,42.42,-71.16,225.00
57799,90.69852,0,,Spearfish,SD,44.50,-103.87,1009.00
40223,90.69439,0,1410,Louisville,KY,38.27,-85.56,60.00
93105,90.68487,0,1411,Santa Barbara,CA,34.51,-119.87,499.00
84060,90.67815,0,1412,Park City,UT,40.71,-111.45,58.00
60510,90.6723,0,1413,Batavia,IL,41.83,-88.41,119.00
81239,90.66772,0,,Parlin,CO,38.54,-106.64,121.00
11764,90.66576,0,1414,Miller Place,NY,40.92,-72.64,173.00
2113,90.6624,0,1415,Boston,MA,42.37,-71.06,268.00
1908,90.66019,0,1416,Nahant,MA,42.43,-70.92,139.00
95864,90.65476,0,1417,Sacramento,CA,38.59,-121.38,10070.00
12309,90.64423,0,1418,Schenectady,NY,42.81,-73.87,196.00
60126,90.62992,0,1419,Elmhurst,IL,41.88,-87.95,4.00
21624,90.62148,0,,Claiborne,MD,38.84,-76.27,152.00
77025,90.6168,0,1420,Houston,TX,29.83,-95.43,620.00
85331,90.60749,0,1421,Cave Creek,AZ,33.28,-112.19,3.00
77077,90.59455,0,1422,Houston,TX,29.83,-95.43,620.00
